350,0,0.047243849
350,200,0.046385879
350,199,0.027686094
350,198,0.029059671
350,197,0.025119011
350,196,0.02681483
350,195,0.025778049
350,194,0.030033369
350,193,0.027836642
350,192,0.028187194
350,191,0.025477822
350,190,0.028116491
350,189,0.029877157
350,188,0.031314285
350,187,0.027216622
350,186,0.027823154
350,185,0.025532158
350,184,0.029096272
350,183,0.025279709
350,182,0.028778046
350,181,0.028709062
350,180,0.029536568
350,179,0.028599756
350,178,0.031340232
350,177,0.024969213
350,176,0.027075924
350,175,0.02799701
350,174,0.062713622
350,173,0.03993502
350,172,0.028920411
350,171,0.032871207
350,170,0.029523766
350,169,0.029999163
350,168,0.027709805
350,167,0.033619105
350,166,0.027206667
350,165,0.033290339
350,164,0.033325406
350,163,0.033205183
350,162,0.027358469
350,161,0.033103025
350,160,0.027211228
350,159,0.031403265
350,158,0.027188249
350,157,0.030256586
350,156,0.031007676
350,155,0.030478889
350,154,0.029487742
350,153,0.029517738
350,152,0.030847385
350,151,0.033162963
350,150,0.030265074
350,149,0.031009387
350,148,0.028400122
350,147,0.032217538
350,146,0.030044408
350,145,0.030171795
350,144,0.030238549
350,143,0.032802472
350,142,0.027975474
350,141,0.031132029
350,140,0.0278114
350,139,0.02993111
350,138,0.030657789
350,137,0.030828549
350,136,0.027350467
350,135,0.031411995
350,134,0.030273866
350,133,0.031484218
350,132,0.030534766
350,131,0.030938342
350,130,0.02979704
350,129,0.030319019
350,128,0.028164547
350,127,0.030029593
350,126,0.027260046
350,125,0.029831403
350,124,0.027744969
350,123,0.030488313
350,122,0.02871644
350,121,0.030425215
350,120,0.027554305
350,119,0.032590356
350,118,0.028671538
350,117,0.029623065
350,116,0.028655401
350,115,0.033055611
350,114,0.028231804
350,113,0.031973513
350,112,0.027775818
350,111,0.030072809
350,110,0.030675802
350,109,0.030686051
350,108,0.028377699
350,107,0.03091553
350,106,0.03022208
350,105,0.032203079
350,104,0.027648716
350,103,0.030683432
350,102,0.031530881
350,101,0.030108002
350,100,0.02738278
350,99,0.030873639
350,98,0.030711958
350,97,0.029954673
350,96,0.030453941
350,95,0.030268734
350,94,0.027087596
350,93,0.030041436
350,92,0.03053772
350,91,0.033779722
350,90,0.031823427
350,89,0.03035734
350,88,0.0283432
350,87,0.039415317
350,86,0.031743393
350,85,0.034861072
350,84,0.034436379
350,83,0.034812959
350,82,0.037460805
350,81,0.035146532
350,80,0.032052305
350,79,0.037642369
350,78,0.035835811
350,77,0.036415469
350,76,0.03319168
350,75,0.03526576
350,74,0.03197606
350,73,0.035282141
350,72,0.037242057
350,71,0.035458785
350,70,0.035018181
350,69,0.034263584
350,68,0.034667873
350,67,0.034857057
350,66,0.033173545
350,65,0.035936036
350,64,0.032351181
350,63,0.038300154
350,62,0.032225915
350,61,0.036940911
350,60,0.032776309
350,59,0.03541624
350,58,0.032928801
350,57,0.034086125
350,56,0.036446583
350,55,0.033747108
350,54,0.035956888
350,53,0.033339004
350,52,0.038969832
350,51,0.038087049
350,50,0.035595448
350,49,0.035700534
350,48,0.035901998
350,47,0.032523823
350,46,0.037058882
350,45,0.032534835
350,44,0.035383028
350,43,0.048413862
350,42,0.052353566
350,41,0.051291367
350,40,0.053138711
350,39,0.047930957
350,38,0.051771781
350,37,0.050919712
350,36,0.052812491
350,35,0.053089397
350,34,0.05286388
350,33,0.048175792
350,32,0.048522677
350,31,0.055872086
350,30,0.047642898
350,29,0.052388272
350,28,0.052410541
350,27,0.052445559
350,26,0.052839579
350,25,0.051849951
350,24,0.049222164
350,23,0.051863061
350,22,0.053117661
350,21,0.082835247
350,20,0.080936078
350,19,0.085332937
350,18,0.080700887
350,17,0.085411909
350,16,0.083308116
350,15,0.097697161
350,14,0.091463867
350,13,0.085106467
350,12,0.08668754
350,11,0.082363798
350,10,0.200783824
350,9,0.202751404
350,8,0.193324414
350,7,0.215907102
350,6,0.205604048
