128, 0.690681, 1 
128, 0.165667, 2 
128, 0.161085, 3 
128, 0.044745, 4 
128, 0.048995, 5 
128, 0.049491, 6 
128, 0.048568, 7 
128, 0.019438, 8 
128, 0.019760, 9 
128, 0.020278, 10 
128, 0.018870, 11 
128, 0.019352, 12 
128, 0.018366, 13 
128, 0.018388, 14 
128, 0.018117, 15 
128, 0.009816, 16 
128, 0.009807, 17 
128, 0.009763, 18 
128, 0.010136, 19 
128, 0.010021, 20 
128, 0.010674, 21 
128, 0.011202, 22 
128, 0.010420, 23 
128, 0.011601, 24 
128, 0.011749, 25 
128, 0.011089, 26 
128, 0.010507, 27 
128, 0.011185, 28 
128, 0.012698, 29 
128, 0.010583, 30 
128, 0.010551, 31 
128, 0.012825, 32 
128, 0.010686, 33 
128, 0.008901, 34 
128, 0.009095, 35 
128, 0.009641, 36 
128, 0.008794, 37 
128, 0.009704, 38 
128, 0.009443, 39 
128, 0.010015, 40 
128, 0.011810, 41 
128, 0.011481, 42 
128, 0.008913, 43 
128, 0.008714, 44 
128, 0.008280, 45 
128, 0.009431, 46 
128, 0.008482, 47 
128, 0.008364, 48 
128, 0.008083, 49 
128, 0.008756, 50 
128, 0.008779, 51 
128, 0.008696, 52 
128, 0.009047, 53 
128, 0.009487, 54 
128, 0.008617, 55 
128, 0.008778, 56 
128, 0.008696, 57 
128, 0.008638, 58 
128, 0.008188, 59 
128, 0.009059, 60 
128, 0.008699, 61 
128, 0.008549, 62 
128, 0.008365, 63 
128, 0.008127, 64 
128, 0.008241, 65 
128, 0.008136, 66 
128, 0.008057, 67 
128, 0.008685, 68 
128, 0.007876, 69 
128, 0.007940, 70 
128, 0.008071, 71 
128, 0.007729, 72 
128, 0.007745, 73 
128, 0.007698, 74 
128, 0.008437, 75 
128, 0.007863, 76 
128, 0.008206, 77 
128, 0.008000, 78 
128, 0.007908, 79 
128, 0.007855, 80 
128, 0.007732, 81 
128, 0.008210, 82 
128, 0.008126, 83 
128, 0.008154, 84 
128, 0.008510, 85 
128, 0.008308, 86 
128, 0.008228, 87 
128, 0.008256, 88 
128, 0.008150, 89 
128, 0.008939, 90 
128, 0.008567, 91 
128, 0.008428, 92 
128, 0.008164, 93 
128, 0.008431, 94 
128, 0.008246, 95 
128, 0.008483, 96 
128, 0.008189, 97 
128, 0.008211, 98 
128, 0.008180, 99 
128, 0.008573, 100 
80, 0.007574, 0 
